title,studio,domestic_gross,foreign_gross,year,title_lower,tconst,primary_title,original_title,start_year,runtime_minutes,genres,primary_title_lower,averagerating,numvotes
A Quiet Passion,MBox,1900000.0,,2017,a quiet passion,tt2392830,A Quiet Passion,A Quiet Passion,2016,125.0,"Biography,Drama",a quiet passion,6.5,4582
Free Fire,A24,1800000.0,,2017,free fire,tt4158096,Free Fire,Free Fire,2016,91.0,"Action,Comedy,Crime",free fire,6.4,35954
The Last Word,BST,1800000.0,,2017,the last word,tt5023260,The Last Word,The Last Word,2017,108.0,"Comedy,Drama",the last word,6.6,6255
Human Flow,Magn.,528000.0,1300000,2017,human flow,tt6573444,Human Flow,Human Flow,2017,140.0,Documentary,human flow,6.9,1980
A Ghost Story,A24,1600000.0,,2017,a ghost story,tt6265828,A Ghost Story,A Ghost Story,2017,92.0,"Drama,Fantasy,Romance",a ghost story,6.8,46280
The Square,Magn.,1500000.0,,2017,the square,tt2486682,The Square,Al midan,2013,108.0,"Documentary,Drama,History",the square,8.1,7998
The Square,Magn.,1500000.0,,2017,the square,tt4995790,The Square,The Square,2017,151.0,"Comedy,Drama",the square,7.2,44239
Patti Cake$,FoxS,800000.0,682000,2017,patti cake$,tt6288250,Patti Cake$,Patti Cake$,2017,109.0,"Drama,Music",patti cake$,6.7,8581
The Wedding Plan,RAtt.,1400000.0,,2017,the wedding plan,tt5991206,The Wedding Plan,Laavor et hakir,2016,110.0,"Comedy,Romance",the wedding plan,6.5,1004
Personal Shopper,IFC,1300000.0,,2017,personal shopper,tt4714782,Personal Shopper,Personal Shopper,2016,105.0,"Drama,Horror,Mystery",personal shopper,6.1,30636
Churchill,Cohen,1300000.0,,2017,churchill,tt2674454,Churchill,Churchill,2017,105.0,"Biography,Drama,History",churchill,6.3,12047
The Sense of an Ending,CBS,1300000.0,,2017,the sense of an ending,tt4827986,The Sense of an Ending,The Sense of an Ending,2017,108.0,"Drama,Mystery",the sense of an ending,6.3,5001
3 Idiotas,PNT,1200000.0,,2017,3 idiotas,tt3685624,3 idiotas,3 idiotas,2017,106.0,"Comedy,Family",3 idiotas,4.2,739
6 Below: Miracle on the Mountain,MOM,14800.0,1100000,2017,6 below: miracle on the mountain,tt5503688,6 Below: Miracle on the Mountain,6 Below: Miracle on the Mountain,2017,98.0,"Adventure,Biography,Drama",6 below: miracle on the mountain,5.7,4931
Lady Macbeth,RAtt.,1100000.0,,2017,lady macbeth,tt4291600,Lady Macbeth,Lady Macbeth,2016,89.0,"Drama,Romance",lady macbeth,6.8,15269
Film Stars Don't Die in Liverpool,SPC,1000000.0,,2017,film stars don't die in liverpool,tt5711148,Film Stars Don't Die in Liverpool,Film Stars Don't Die in Liverpool,2017,105.0,"Biography,Drama,Romance",film stars don't die in liverpool,6.7,6688
Faces Places,Cohen,954000.0,,2017,faces places,tt5598102,Faces Places,Visages villages,2017,94.0,Documentary,faces places,7.9,8261
Tubelight,Yash,930000.0,,2017,tubelight,tt5882970,Tubelight,Tubelight,2017,136.0,"Drama,War",tubelight,4.1,12473
Frantz,MBox,881000.0,,2017,frantz,tt5029608,Frantz,Frantz,2016,113.0,"Drama,History,Romance",frantz,7.5,10609
BOMBSHELL: The Hedy Lamarr Story,Zeit.,820000.0,,2017,bombshell: the hedy lamarr story,tt6752848,Bombshell: The Hedy Lamarr Story,Bombshell: The Hedy Lamarr Story,2017,88.0,"Biography,Documentary,History",bombshell: the hedy lamarr story,7.4,2422
Walk With Me,Gathr,727000.0,,2017,walk with me,tt2331100,Walk with Me,Walk with Me,2017,94.0,Documentary,walk with me,6.2,708
Walk With Me,Gathr,727000.0,,2017,walk with me,tt4675926,Walk with Me,De standhaftige,2016,105.0,"Drama,Romance,War",walk with me,6.6,285
Buena Vista Social Club: Adios,BG,123000.0,578000,2017,buena vista social club: adios,tt4653272,Buena Vista Social Club: Adios,Buena Vista Social Club: Adios,2017,110.0,Documentary,buena vista social club: adios,6.9,261
Lost in Paris,Osci.,692000.0,,2017,lost in paris,tt2936884,Lost in Paris,Paris pieds nus,2016,83.0,Comedy,lost in paris,6.3,2297
Shubh Mangal Saavdhan,Eros,690000.0,,2017,shubh mangal saavdhan,tt6971752,Shubh Mangal Saavdhan,Shubh Mangal Saavdhan,2017,119.0,"Comedy,Romance",shubh mangal saavdhan,6.9,6232
The Midwife,MBox,604000.0,,2017,the midwife,tt3298600,The Midwife,Kätilö,2015,119.0,"Drama,Romance,War",the midwife,6.0,1018
The Midwife,MBox,604000.0,,2017,the midwife,tt5348236,The Midwife,Sage femme,2017,117.0,Drama,the midwife,6.7,1844
3 Generations,Wein.,156000.0,375000,2017,3 generations,tt4158624,3 Generations,3 Generations,2015,92.0,Drama,3 generations,5.8,4991
Our President,CJ,507000.0,,2017,our president,tt7037566,Our President,Our President,2017,119.0,Documentary,our president,5.3,82
Letters from Baghdad,Vita.,360000.0,143000,2017,letters from baghdad,tt6086614,Letters from Baghdad,Letters from Baghdad,2016,95.0,Documentary,letters from baghdad,6.8,280
Song to Song,BG,444000.0,,2017,song to song,tt2062700,Song to Song,Song to Song,2017,129.0,"Drama,Music,Romance",song to song,5.7,15582
Tom of Finland,KL,378000.0,,2017,tom of finland,tt5226984,Tom of Finland,Tom of Finland,2017,117.0,"Biography,Drama",tom of finland,6.8,4386
God's Own Country,Orion,336000.0,,2017,god's own country,tt3720636,God's Own Country,God's Own Country,2014,133.0,Drama,god's own country,6.2,331
God's Own Country,Orion,336000.0,,2017,god's own country,tt5635086,God's Own Country,God's Own Country,2017,104.0,"Drama,Romance",god's own country,7.7,17934
The Breadwinner,GK,312000.0,,2017,the breadwinner,tt3901826,The Breadwinner,The Breadwinner,2017,94.0,"Animation,Drama,Family",the breadwinner,7.7,14146
A Silent Voice,Elev.,310000.0,,2017,a silent voice,tt5323662,A Silent Voice,Koe no katachi,2016,130.0,"Animation,Drama,Romance",a silent voice,8.2,24863
My Life as a Zucchini,GK,310000.0,,2017,my life as a zucchini,tt2321405,My Life as a Zucchini,Ma vie de Courgette,2016,66.0,"Animation,Comedy,Drama",my life as a zucchini,7.8,17082
Happy End,SPC,302000.0,,2017,happy end,tt1821449,Happy End,Happy End,2011,97.0,"Crime,Drama",happy end,6.0,424
Happy End,SPC,302000.0,,2017,happy end,tt5304464,Happy End,Happy End,2017,107.0,Drama,happy end,6.7,10261
After the Storm,FM,272000.0,,2017,after the storm,tt2700230,After the Storm,After the Storm,2013,,Drama,after the storm,8.0,5
After the Storm,FM,272000.0,,2017,after the storm,tt5294966,After the Storm,Umi yori mo mada fukaku,2016,118.0,"Comedy,Drama",after the storm,7.4,7268
Wakefield,IFC,263000.0,,2017,wakefield,tt5195412,Wakefield,Wakefield,2016,106.0,"Comedy,Drama",wakefield,6.3,13215
"I, Daniel Blake",IFC,260000.0,,2017,"i, daniel blake",tt5168192,"I, Daniel Blake","I, Daniel Blake",2016,100.0,Drama,"i, daniel blake",7.9,44200
Cezanne et moi,Magn.,258000.0,,2017,cezanne et moi,tt5078354,Cezanne et Moi,Cézanne et moi,2016,117.0,"Biography,Drama",cezanne et moi,6.0,774
The Fortress,CJ,253000.0,,2017,the fortress,tt7160176,The Fortress,Namhansanseong,2017,140.0,"Action,Drama,History",the fortress,6.8,1094
Black Butler: Book of the Atlantic,FUN,248000.0,,2017,black butler: book of the atlantic,tt5476944,Black Butler: Book of the Atlantic,Kuroshitsuji: Book of the Atlantic,2017,101.0,Animation,black butler: book of the atlantic,7.7,621
The Swindlers,WGUSA,242000.0,,2017,the swindlers,tt7243686,The Swindlers,Kkun,2017,117.0,"Action,Crime",the swindlers,6.4,1040
City of Ghosts,IFC,128000.0,100000,2017,city of ghosts,tt6333056,City of Ghosts,City of Ghosts,2017,92.0,"Documentary,War",city of ghosts,7.4,2925
The Prison,WGUSA,207000.0,,2017,the prison,tt6589464,The Prison,Peurizeun,2017,125.0,"Action,Crime",the prison,6.6,1237
The Other Side of Hope,Jan.,184000.0,,2017,the other side of hope,tt5222918,The Other Side of Hope,Toivon tuolla puolen,2017,100.0,"Comedy,Drama",the other side of hope,7.2,9045
Marjorie Prime,FR,181000.0,,2017,marjorie prime,tt4978710,Marjorie Prime,Marjorie Prime,2017,99.0,"Drama,Mystery,Romance",marjorie prime,6.3,4640
Graduation,IFC,176000.0,,2017,graduation,tt4936450,Graduation,Bacalaureat,2016,128.0,"Crime,Drama",graduation,7.4,10355
In This Corner of the World,FUN,172000.0,,2017,in this corner of the world,tt4769824,In This Corner of the World,Kono sekai no katasumi ni,2016,129.0,"Animation,Drama,History",in this corner of the world,7.8,6069
David Lynch: The Art Life,Jan.,171000.0,,2017,david lynch: the art life,tt1691152,David Lynch: The Art Life,David Lynch: The Art Life,2016,88.0,"Biography,Documentary",david lynch: the art life,7.2,4144
The Journey,IFC,155000.0,,2017,the journey,tt1627937,The Journey,The Journey,2010,,Family,the journey,6.4,12
The Journey,IFC,155000.0,,2017,the journey,tt3025936,The Journey,The Journey,2014,112.0,"Adventure,Drama,Mystery",the journey,7.9,42
The Journey,IFC,155000.0,,2017,the journey,tt3144678,The Journey,The Journey,2014,103.0,"Comedy,Drama,Family",the journey,7.5,545
The Journey,IFC,155000.0,,2017,the journey,tt4826674,The Journey,The Journey,2016,94.0,Drama,the journey,6.6,1063
The Journey,IFC,155000.0,,2017,the journey,tt6213758,The Journey,The Journey,2017,82.0,"Drama,Thriller",the journey,6.3,124
The Void,Scre.,151000.0,,2017,the void,tt4255304,The Void,The Void,2016,90.0,"Horror,Mystery,Sci-Fi",the void,5.8,25143
The Void,Scre.,151000.0,,2017,the void,tt6267458,The Void,The Void,2016,86.0,Horror,the void,4.0,136
Blade of the Immortal,Magn.,151000.0,,2017,blade of the immortal,tt5084170,Blade of the Immortal,Mugen no jûnin,2017,140.0,"Action,Drama,Fantasy",blade of the immortal,6.8,12173
Thelma,Orch.,147000.0,,2017,thelma,tt1989685,Thelma,Thelma,2011,111.0,"Drama,Family",thelma,6.8,33
Thelma,Orch.,147000.0,,2017,thelma,tt6304046,Thelma,Thelma,2017,116.0,"Drama,Fantasy,Horror",thelma,7.0,20828
BPM (Beats Per Minute),Orch.,125000.0,,2017,bpm (beats per minute),tt6135348,BPM (Beats Per Minute),120 battements par minute,2017,143.0,Drama,bpm (beats per minute),7.5,10507
Explosion,CL,123000.0,,2017,explosion,tt7509586,Explosion,Yin bao zhe,2017,106.0,"Action,Thriller",explosion,5.8,148
The King's Choice,Gold.,113000.0,,2017,the king's choice,tt4353996,The King's Choice,Kongens nei,2016,133.0,"Biography,Drama,History",the king's choice,7.2,5637
Slack Bay,KL,113000.0,,2017,slack bay,tt4726636,Slack Bay,Ma Loute,2016,122.0,Comedy,slack bay,6.0,3585
Fabricated City,CJ,105000.0,,2017,fabricated city,tt6399158,Fabricated City,Fabricated City,2017,126.0,"Action,Crime",fabricated city,6.9,3034
The Lure,Jan.,102000.0,,2017,the lure,tt5156940,The Lure,The Lure,2016,77.0,Documentary,the lure,7.5,31
The Lure,Jan.,102000.0,,2017,the lure,tt5278832,The Lure,Córki dancingu,2015,92.0,"Comedy,Drama,Fantasy",the lure,6.4,5018
Score: A Film Music Documentary,Grav.,101000.0,,2017,score: a film music documentary,tt4207112,Score: A Film Music Documentary,Score: A Film Music Documentary,2016,93.0,"Documentary,Music",score: a film music documentary,7.5,3231
Munna Michael,Eros,99600.0,,2017,munna michael,tt6117702,Munna Michael,Munna Michael,2017,140.0,"Action,Drama,Music",munna michael,3.4,2295
The Mayor,WGUSA,96800.0,,2017,the mayor,tt1744662,The Mayor,The Mayor,2011,68.0,"Comedy,Documentary,Drama",the mayor,8.9,49
The Mayor,WGUSA,96800.0,,2017,the mayor,tt6150238,The Mayor,Teukbyulshimin,2016,130.0,Drama,the mayor,6.3,312
The Fencer,CFI,96000.0,,2017,the fencer,tt2534634,The Fencer,Miekkailija,2015,99.0,"Biography,Drama,History",the fencer,7.2,4063
Memoir of a Murderer,WGUSA,91300.0,,2017,memoir of a murderer,tt5729348,Memoir of a Murderer,Salinjaui gieokbeob,2017,118.0,"Action,Crime,Thriller",memoir of a murderer,7.0,3669
The King's Case Note,CJ,91000.0,,2017,the king's case note,tt6817202,The King's Case Note,The King's Case Note,2017,114.0,"Comedy,Mystery",the king's case note,6.5,188
Warriors of the Dawn,FIP,84500.0,,2017,warriors of the dawn,tt6010020,Warriors of the Dawn,The Proxy Soldiers,2017,130.0,"Adventure,Drama,History",warriors of the dawn,5.4,245
The Nile Hilton Incident,Strand,81100.0,,2017,the nile hilton incident,tt5540188,The Nile Hilton Incident,The Nile Hilton Incident,2017,111.0,"Crime,Drama,Thriller",the nile hilton incident,6.8,5687
Pop Aye,KL,78000.0,,2017,pop aye,tt3740066,Pop Aye,Pop Aye,2017,104.0,Drama,pop aye,6.6,688
I Can Speak,CJ,63200.0,,2017,i can speak,tt7342204,I Can Speak,Ai kaen seupikeu,2017,119.0,"Comedy,Drama",i can speak,7.4,1105
Tomorrow,UTMW,62500.0,,2017,tomorrow,tt2654536,Tomorrow,Tomorrow,2018,,Drama,tomorrow,7.9,19
Tomorrow,UTMW,62500.0,,2017,tomorrow,tt2831326,Tomorrow,Tomorrow,2015,115.0,Drama,tomorrow,9.1,15
Tomorrow,UTMW,62500.0,,2017,tomorrow,tt4449576,Tomorrow,Demain,2015,118.0,Documentary,tomorrow,8.1,2817
Tomorrow,UTMW,62500.0,,2017,tomorrow,tt4818952,Tomorrow,Fardaa,2014,88.0,Drama,tomorrow,5.1,19
Worlds Apart,CLS,60300.0,,2017,worlds apart,tt3909336,Worlds Apart,Enas allos kosmos,2015,113.0,"Drama,Romance",worlds apart,7.4,7099
Extraordinary Mission,Crimson,54200.0,,2017,extraordinary mission,tt6690310,Extraordinary Mission,Fei fan ren wu,2017,117.0,"Action,Crime",extraordinary mission,6.2,577
The Ornithologist,Strand,50500.0,,2017,the ornithologist,tt4929038,The Ornithologist,O Ornitólogo,2016,117.0,"Adventure,Drama,Mystery",the ornithologist,6.3,2426
Twenty Two,CL,46800.0,,2017,twenty two,tt3843282,Twenty Two,Twenty Two,2015,112.0,"Crime,Documentary,History",twenty two,7.5,303
Bluebeard,WGUSA,43100.0,,2017,bluebeard,tt2442772,Bluebeard,Barbazul,2012,98.0,Horror,bluebeard,6.1,19
Bluebeard,WGUSA,43100.0,,2017,bluebeard,tt6599340,Bluebeard,Haebing,2017,117.0,Thriller,bluebeard,6.4,1269
One Week and a Day,Osci.,41600.0,,2017,one week and a day,tt4777584,One Week and a Day,Shavua ve Yom,2016,98.0,"Comedy,Drama",one week and a day,6.7,767
The Commune,Magn.,38700.0,,2017,the commune,tt3082854,The Commune,Kollektivet,2016,111.0,Drama,the commune,6.4,5577
A Woman's Life,KL,37600.0,,2017,a woman's life,tt5078134,A Woman's Life,Une vie,2016,119.0,Drama,a woman's life,6.5,806
Afterimage,FM,33400.0,,2017,afterimage,tt5186236,Afterimage,Powidoki,2016,98.0,"Biography,Drama,History",afterimage,7.1,2012
Alone in Berlin,IFC,33100.0,,2017,alone in berlin,tt3026488,Alone in Berlin,Alone in Berlin,2016,103.0,"Drama,History,War",alone in berlin,6.5,6380
The Villainess,WGUSA,27700.0,,2017,the villainess,tt6777338,The Villainess,Aknyeo,2017,129.0,"Action,Drama",the villainess,6.7,9231
The Daughter,KL,26400.0,,2017,the daughter,tt2084883,The Daughter,I kori,2012,87.0,Drama,the daughter,6.4,82
The Daughter,KL,26400.0,,2017,the daughter,tt2349212,The Daughter,The Daughter,2013,86.0,"Action,Drama,Thriller",the daughter,4.8,169
The Daughter,KL,26400.0,,2017,the daughter,tt2416822,The Daughter,Doch,2012,110.0,Drama,the daughter,7.4,357
The Daughter,KL,26400.0,,2017,the daughter,tt3922816,The Daughter,The Daughter,2015,96.0,Drama,the daughter,6.6,3949
Moscow Never Sleeps,CAVU,25300.0,,2017,moscow never sleeps,tt2476294,Moscow Never Sleeps,Moscow Never Sleeps,2017,100.0,Drama,moscow never sleeps,5.6,224
My Scientology Movie,Magn.,22900.0,,2017,my scientology movie,tt5111874,My Scientology Movie,My Scientology Movie,2015,99.0,Documentary,my scientology movie,6.7,10884
Una,EF,22800.0,,2017,una,tt2315582,Una,Una,2016,94.0,"Drama,Romance",una,6.2,7921
Bending the Arc,Abr.,21900.0,,2017,bending the arc,tt6370266,Bending the Arc,Bending the Arc,2017,102.0,Documentary,bending the arc,8.1,93
The Girl Without Hands,GK,21800.0,,2017,the girl without hands,tt5698496,The Girl Without Hands,La jeune fille sans mains,2016,76.0,Animation,the girl without hands,7.0,842
Whisky Galore,Arrow,21000.0,,2017,whisky galore,tt4769214,Whisky Galore,Whisky Galore,2016,98.0,"Comedy,Romance",whisky galore,5.7,854
RV: Resurrected Victims,WGUSA,20400.0,,2017,rv: resurrected victims,tt7243750,RV: Resurrected Victims,Heesaeng boohwalja,2017,91.0,"Action,Mystery,Thriller",rv: resurrected victims,5.7,278
Better Watch Out,WGUSA,20400.0,,2017,better watch out,tt4443658,Better Watch Out,Better Watch Out,2016,89.0,"Comedy,Crime,Horror",better watch out,6.5,22367
Absolutely Anything,ADC,20200.0,,2017,absolutely anything,tt1727770,Absolutely Anything,Absolutely Anything,2015,85.0,"Comedy,Sci-Fi",absolutely anything,6.0,34859
Porto,KL,15100.0,,2017,porto,tt4446472,Porto,Porto,2016,76.0,"Drama,Romance",porto,6.2,1370
Abracadabra,Sony,14000.0,,2017,abracadabra,tt5187886,Abracadabra,Abracadabra,2017,96.0,"Comedy,Drama,Fantasy",abracadabra,6.0,2015
Blind,VE,12500.0,,2017,blind,tt1935089,Blind,Blind,2017,98.0,"Drama,Romance",blind,5.7,2974
Blind,VE,12500.0,,2017,blind,tt2025506,Blind,Beul-la-in-deu,2011,111.0,"Action,Crime,Drama",blind,6.9,2200
Blind,VE,12500.0,,2017,blind,tt2616810,Blind,Blind,2014,96.0,Drama,blind,6.9,6548
Overdrive,VE,7800.0,,2017,overdrive,tt1935194,Overdrive,Overdrive,2017,93.0,"Action,Thriller",overdrive,5.4,10299
Suntan,Strand,6600.0,,2017,suntan,tt3954660,Suntan,Suntan,2016,104.0,Drama,suntan,6.6,4686
Trespass Against Us,A24,5700.0,,2017,trespass against us,tt3305308,Trespass Against Us,Trespass Against Us,2016,99.0,"Action,Crime,Drama",trespass against us,5.8,6640
The Ardennes,FM,5600.0,,2017,the ardennes,tt2586118,The Ardennes,D'Ardennen,2015,96.0,Drama,the ardennes,6.8,4175
Oro,Sony,5500.0,,2017,oro,tt2732680,Oro,Oro,2013,47.0,Documentary,oro,8.7,6
Oro,Sony,5500.0,,2017,oro,tt6271528,Oro,Oro,2016,110.0,"Crime,Drama,Thriller",oro,6.1,113
Singularity,VE,4200.0,,2017,singularity,tt7312940,Singularity,Singularity,2017,92.0,"Action,Adventure,Drama",singularity,3.9,12230
2:22,Magn.,400.0,,2017,2:22,tt1131724,2:22,2:22,2017,98.0,Thriller,2:22,5.8,16318
Avengers: Infinity War,BV,678800000.0,"1,369.5",2018,avengers: infinity war,tt4154756,Avengers: Infinity War,Avengers: Infinity War,2018,149.0,"Action,Adventure,Sci-Fi",avengers: infinity war,8.5,670926
Black Panther,BV,700100000.0,646900000,2018,black panther,tt1825683,Black Panther,Black Panther,2018,134.0,"Action,Adventure,Sci-Fi",black panther,7.3,516148
Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000,2018,jurassic world: fallen kingdom,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018,128.0,"Action,Adventure,Sci-Fi",jurassic world: fallen kingdom,6.2,219125
Incredibles 2,BV,608600000.0,634200000,2018,incredibles 2,tt3606756,Incredibles 2,Incredibles 2,2018,118.0,"Action,Adventure,Animation",incredibles 2,7.7,203510
Aquaman,WB,335100000.0,812700000,2018,aquaman,tt1477834,Aquaman,Aquaman,2018,143.0,"Action,Adventure,Fantasy",aquaman,7.1,263328
Bohemian Rhapsody,Fox,216400000.0,687200000,2018,bohemian rhapsody,tt1727824,Bohemian Rhapsody,Bohemian Rhapsody,2018,134.0,"Biography,Drama,Music",bohemian rhapsody,8.0,345466
Mission: Impossible - Fallout,Par.,220200000.0,571000000,2018,mission: impossible - fallout,tt4912910,Mission: Impossible - Fallout,Mission: Impossible - Fallout,2018,147.0,"Action,Adventure,Thriller",mission: impossible - fallout,7.8,233877
Deadpool 2,Fox,318500000.0,460500000,2018,deadpool 2,tt5463162,Deadpool 2,Deadpool 2,2018,119.0,"Action,Adventure,Comedy",deadpool 2,7.8,391735
Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000,2018,fantastic beasts: the crimes of grindelwald,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"Adventure,Family,Fantasy",fantastic beasts: the crimes of grindelwald,6.6,163151
Ant-Man and the Wasp,BV,216600000.0,406000000,2018,ant-man and the wasp,tt5095030,Ant-Man and the Wasp,Ant-Man and the Wasp,2018,118.0,"Action,Adventure,Comedy",ant-man and the wasp,7.1,244024
Ready Player One,WB,137700000.0,445200000,2018,ready player one,tt1677720,Ready Player One,Ready Player One,2018,140.0,"Action,Adventure,Sci-Fi",ready player one,7.5,301660
Operation Red Sea,WGUSA,1500000.0,577700000,2018,operation red sea,tt6878882,Operation Red Sea,Hong hai xing dong,2018,142.0,"Action,Drama,Thriller",operation red sea,6.7,4624
Detective Chinatown 2,WB,2000000.0,542100000,2018,detective chinatown 2,tt7752454,Detective Chinatown 2,Tang ren jie tan an 2,2018,121.0,"Action,Comedy,Mystery",detective chinatown 2,6.1,1250
The Meg,WB,145400000.0,384800000,2018,the meg,tt4779682,The Meg,The Meg,2018,113.0,"Action,Horror,Sci-Fi",the meg,5.7,114042
Ralph Breaks the Internet,BV,201100000.0,328100000,2018,ralph breaks the internet,tt5848272,Ralph Breaks the Internet,Ralph Breaks the Internet,2018,112.0,"Adventure,Animation,Comedy",ralph breaks the internet,7.1,85694
Hotel Transylvania 3: Summer Vacation,Sony,167500000.0,361100000,2018,hotel transylvania 3: summer vacation,tt5220122,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97.0,"Adventure,Animation,Comedy",hotel transylvania 3: summer vacation,6.3,42299
Bumblebee,Par.,127200000.0,340800000,2018,bumblebee,tt4701182,Bumblebee,Bumblebee,2018,114.0,"Action,Adventure,Sci-Fi",bumblebee,6.9,94155
